file,gain,exptime,offset,set_temp,ccd_temp,date_obs,rotator,focuspos,object,t,cell,minutes,flipped,temp_off,temp_flag,sky_mode_R,sky_mean_R,sky_med_R,sky_clip_R,sky_p999_R,sky_mode_G1,sky_mean_G1,sky_med_G1,sky_clip_G1,sky_p999_G1,sky_mode_G2,sky_mean_G2,sky_med_G2,sky_clip_G2,sky_p999_G2,sky_mode_B,sky_mean_B,sky_med_B,sky_clip_B,sky_p999_B,sig_mean_R,sig_med_R,sig_clip_R,sig_p999_R,sig_mean_G1,sig_med_G1,sig_clip_G1,sig_p999_G1,sig_mean_G2,sig_med_G2,sig_clip_G2,sig_p999_G2,sig_mean_B,sig_med_B,sig_clip_B,sig_p999_B,sky_mode_green,sky_dev,rejected,reject_reason,F_sky_R,F_sky_err_R,F_sky_G1,F_sky_err_G1,F_sky_G2,F_sky_err_G2,F_sky_B,F_sky_err_B,F_sky_green
Light_NGC 7000_120.0s_Bin1_20260905-233636_181deg_0006.fit,200,120.0,15,-20.0,-20.0,2026-09-05T21:34:35.578208,181.0,6829,NGC 7000,2026-09-05 21:34:35.578208,D,44.540610349999994,False,0.0,False,300.3217821782178,327.6330261230469,302.0,0.00115966796875,4095.0,304.9780487804878,330.3129577636719,309.0,0.0009307861328125,3779.225000000246,309.0328947368421,330.0895690917969,308.0,0.0009613037109375,3877.835000000072,209.2171717171717,226.61398315429688,213.0,0.0004730224609375,2282.7200000000303,335.33194732666016,318.0,0.0010833740234375,4095.0,335.4518814086914,320.0,0.0009765625,4039.0,335.12137603759766,320.0,0.001026153564453125,4095.0,231.0308837890625,220.0,0.0006561279296875,2646.4270000001998,307.00547175866495,-0.06330458397745371,False,,1.7667306896535975,0.007658966666666667,1.791959869236562,0.007614633333333333,1.8223034007370345,0.007612408333333333,1.0698439703023184,0.007665275,1.8071316349867983
Light_NGC 7000_30.0s_Bin1_20260905-233728_181deg_0007.fit,50,30.0,15,-20.0,-20.0,2026-09-05T21:36:57.588614,181.0,6829,NGC 7000,2026-09-05 21:36:57.588614,A,46.907450450000006,False,0.0,False,74.18279301745636,75.74655151367188,74.0,1.52587890625e-05,237.93000000000757,74.48722860791827,75.830078125,75.0,3.0517578125e-05,223.93000000000757,74.47022512708787,75.80464172363281,75.0,0.0,212.39500000001135,70.56363331094694,71.3009033203125,71.0,0.0,148.0,76.51496124267578,75.0,6.4849853515625e-05,268.85700000001816,76.46897506713867,75.0,6.103515625e-05,243.85700000001816,76.47800064086914,75.0,6.4849853515625e-05,238.71400000003632,71.90830993652344,71.0,5.340576171875e-05,177.0,74.47872686750307,-0.5292959377882429,False,,1.683615326235439,0.18049426666666665,1.7296376864370493,0.17956753333333333,1.7229245335677805,0.17918689999999998,1.0309269207383853,0.18059046666666667,1.726281110002415
Light_NGC 7000_120.0s_Bin1_20260905-234010_181deg_0007.fit,50,120.0,15,-20.0,-20.0,2026-09-05T21:38:09.578184,181.0,6829,NGC 7000,2026-09-05 21:38:09.578184,B,48.10727661666667,False,0.0,False,103.98063781321184,110.45005798339844,105.0,0.0001678466796875,782.8600000000151,105.35037037037037,110.8408203125,106.0,0.0001068115234375,706.3250000000189,105.36559139784946,110.75927734375,106.0,0.0001068115234375,685.9300000000076,89.20338983050847,92.43710327148438,90.0,3.0517578125e-05,448.3250000000189,112.26521301269531,108.0,0.000213623046875,831.8570000000182,112.28609085083008,108.0,0.000179290771484375,759.9990000001271,112.26385498046875,108.0,0.00020599365234375,739.142000000109,93.74281311035156,91.0,0.00014495849609375,498.85700000001816,105.3579808841099,-0.16072439523270277,False,,1.7654888677231184,0.04512356666666666,1.8179139809093896,0.044891883333333334,1.8147423599975274,0.044796724999999996,1.099272312289761,0.04514761666666667,1.8163281704534584
Light_NGC 7000_30.0s_Bin1_20260905-234104_181deg_0007.fit,200,30.0,15,-20.0,-20.0,2026-09-05T21:40:33.584915,181.0,6829,NGC 7000,2026-09-05 21:40:33.584915,C,50.507388799999994,False,0.0,False,126.4342105263158,134.38453674316406,127.0,0.00018310546875,1179.4650000000038,127.51754385964912,135.52352905273438,129.0,0.0001983642578125,1024.2550000000265,128.13855421686748,135.25750732421875,129.0,0.000244140625,959.4650000000038,103.78323699421965,108.45765686035156,105.0,0.0001068115234375,618.8600000000151,137.06646728515625,131.0,0.00030517578125,1160.5710000000545,137.37923431396484,132.0,0.000263214111328125,1082.8560000001453,137.26882553100586,132.0,0.0002899169921875,1034.8570000000182,110.14685821533203,107.0,0.000186920166015625,701.8570000000182,127.8280490382583,-0.21487139304721475,False,,1.7397262984962742,0.030635866666666667,1.7626527724647183,0.030458533333333333,1.7810472620397688,0.030449633333333333,1.0466554652753683,0.0306611,1.7718500172522436
Light_NGC 7000_120.0s_Bin1_20260905-234336_181deg_0007.fit,200,120.0,15,-20.0,-20.0,2026-09-05T21:41:35.583417,181.0,6829,NGC 7000,2026-09-05 21:41:35.583417,D,51.54069716666667,False,0.0,False,300.1178861788618,328.3712921142578,303.0,0.001068115234375,4095.0,309.74,333.14312744140625,312.0,0.000885009765625,3560.9700000002194,307.9347826086956,332.8427276611328,311.0,0.00079345703125,3619.040000000212,211.8768115942029,227.0127716064453,214.0,0.000457763671875,2267.9300000000076,337.8517417907715,320.0,0.001087188720703125,4095.0,339.8442153930664,325.0,0.00098419189453125,4037.857000000018,339.51981353759766,324.0,0.001026153564453125,4095.0,232.4278335571289,222.0,0.000667572021484375,2705.857000000018,308.8373913043478,0.015086519996742747,False,,1.7651690569910632,0.007658966666666667,1.8282203817243667,0.007614633333333333,1.8139441228217978,0.007612408333333333,1.090230841360729,0.007665275,1.8210822522730823
Light_NGC 7000_30.0s_Bin1_20260905-234434_181deg_0008.fit,50,30.0,15,-20.0,-20.0,2026-09-05T21:44:03.588232,181.0,6829,NGC 7000,2026-09-05 21:44:03.588232,A,54.00744408333333,False,0.0,False,75.04096262160779,76.45999145507812,75.0,1.52587890625e-05,244.72000000003027,75.27475417333638,76.56985473632812,76.0,1.52587890625e-05,208.46500000000378,75.2872731449575,76.56929016113281,76.0,0.0,194.93000000000757,71.1068437770719,71.78938293457031,71.0,0.0,142.46500000000378,77.34582138061523,76.0,7.2479248046875e-05,252.57100000005448,77.31171417236328,76.0,6.866455078125e-05,232.0,77.33930969238281,76.0,6.866455078125e-05,227.0,72.39774322509766,72.0,3.814697265625e-05,171.85700000001816,75.28101365914694,0.04631920606898951,False,,1.8385100196123745,0.18049426666666665,1.8710517096561177,0.17956753333333333,1.869328835040983,0.17918689999999998,1.1290255523141097,0.18059046666666667,1.8701902723485504
Light_NGC 7000_120.0s_Bin1_20260905-234656_181deg_0008.fit,50,120.0,15,-20.0,-20.0,2026-09-05T21:44:55.590854,181.0,6829,NGC 7000,2026-09-05 21:44:55.590854,B,54.87415445,False,0.0,False,105.10520094562648,111.16525268554688,106.0,0.0001373291015625,741.185000000034,106.3147713950762,111.68208312988281,107.0,6.103515625e-05,641.9300000000076,106.65161290322581,111.69819641113281,107.0,7.62939453125e-05,619.1600000000908,89.6402789171452,92.67041015625,90.0,0.0,395.7900000000227,113.33136749267578,109.0,0.00020599365234375,829.4280000000726,113.52753448486328,110.0,0.00018310546875,750.9990000001271,113.50471115112305,110.0,0.00020599365234375,742.7130000001634,94.18959045410156,92.0,0.000141143798828125,491.7140000000363,106.48319214915101,0.06595812627540872,False,,1.8162331671995058,0.04512356666666666,1.8612077591970313,0.044891883333333334,1.8723519117179577,0.044796724999999996,1.1189968132990862,0.04514761666666667,1.8667798354574945
Light_NGC 7000_30.0s_Bin1_20260905-234746_181deg_0008.fit,200,30.0,15,-20.0,-20.0,2026-09-05T21:47:15.582678,181.0,6829,NGC 7000,2026-09-05 21:47:15.582678,C,57.20735151666667,False,0.0,False,127.0657894736842,135.31434631347656,129.0,0.0001373291015625,992.3250000000189,128.14705882352942,136.24887084960938,131.0,0.0001678466796875,917.3950000000114,128.76190476190476,136.36953735351562,131.0,0.000152587890625,931.5800000000454,104.12942779291554,109.21134948730469,106.0,4.57763671875e-05,562.8600000000151,138.0221824645996,132.0,0.0002899169921875,1184.0,138.48456192016602,133.0,0.000301361083984375,1060.8570000000182,138.47502517700195,133.0,0.000274658203125,1093.8570000000182,111.02569580078125,107.0,0.000194549560546875,701.8570000000182,128.4544817927171,-0.128798738711769,False,,1.7590752669173262,0.030635866666666667,1.7818268749758985,0.030458533333333333,1.8000280575742875,0.030449633333333333,1.0572700559732628,0.0306611,1.7909274662750931
Light_NGC 7000_120.0s_Bin1_20260905-235026_181deg_0008.fit,200,120.0,15,-20.0,-20.0,2026-09-05T21:48:25.586722,181.0,6829,NGC 7000,2026-09-05 21:48:25.586722,D,58.37408558333333,False,0.0,False,294.819587628866,325.99627685546875,300.0,0.000885009765625,3735.1150000000416,304.35526315789474,331.22447204589844,309.0,0.0008087158203125,3606.5800000000454,303.22857142857146,331.09886169433594,309.0,0.0007781982421875,3567.1150000000416,206.39655172413794,226.27166748046875,213.0,0.000396728515625,2119.860000000015,334.6795310974121,317.0,0.001148223876953125,4095.0,337.1943473815918,321.0,0.00104522705078125,4095.0,336.9085350036621,321.0,0.0009765625,4017.7140000000363,231.00921630859375,220.0,0.000682830810546875,2618.7130000001634,303.7919172932331,-0.20081830985044696,False,,1.7245895650065968,0.007658966666666667,1.7872175850752439,0.007614633333333333,1.7781185216157942,0.007612408333333333,1.0482231423852166,0.007665275,1.782668053345519
Light_NGC 7000_30.0s_Bin1_20260905-235126_181deg_0009.fit,50,30.0,15,-20.0,-20.0,2026-09-05T21:50:55.588736,181.0,6829,NGC 7000,2026-09-05 21:50:55.588736,A,60.87411915,False,0.0,False,74.19085545722714,75.79385375976562,74.0,1.52587890625e-05,237.0,74.60010240655402,75.98640441894531,75.0,0.0,221.7900000000227,74.6310861423221,76.02317810058594,75.0,1.52587890625e-05,215.93000000000757,70.771117357695,71.51017761230469,71.0,0.0,152.46500000000378,76.60188293457031,75.0,6.866455078125e-05,265.0,76.69187927246094,75.0,7.2479248046875e-05,247.85700000001816,76.71899032592773,75.0,7.2479248046875e-05,249.0,72.1370620727539,71.0,4.9591064453125e-05,182.0,74.61559427443805,-0.43109794555803077,False,,1.6850705503894103,0.18049426666666665,1.7499061560360338,0.17956753333333333,1.7517487202184554,0.17918689999999998,1.0683965615665068,0.18059046666666667,1.7508274381272446
Light_NGC 7000_120.0s_Bin1_20260905-235400_181deg_0009.fit,50,120.0,15,-20.0,-20.0,2026-09-05T21:51:59.600052,181.0,6829,NGC 7000,2026-09-05 21:51:59.600052,B,61.94097441666667,False,0.0,False,102.18567454798331,108.77729797363281,103.0,0.0001068115234375,796.9300000000076,103.83934426229509,109.39627075195312,105.0,7.62939453125e-05,681.4400000000605,103.86895674300254,109.44239807128906,105.0,7.62939453125e-05,702.9300000000076,88.40202939118265,91.57911682128906,89.0,1.52587890625e-05,409.2550000000265,110.973388671875,106.0,0.000240325927734375,868.7140000000363,111.23117065429688,107.0,0.000217437744140625,811.7140000000363,111.19170761108398,107.0,0.00022125244140625,820.8570000000182,93.16868209838867,90.0,0.00014495849609375,544.8570000000182,103.85415050264882,-0.46368266927526824,False,,1.6844937231603612,0.04512356666666666,1.7500811731520534,0.044891883333333334,1.7476980289388802,0.044796724999999996,1.0630927983632474,0.04514761666666667,1.7488896010454669
Light_NGC 7000_30.0s_Bin1_20260905-235506_181deg_0009.fit,200,30.0,15,-20.0,-20.0,2026-09-05T21:54:35.595692,181.0,6829,NGC 7000,2026-09-05 21:54:35.595692,C,64.54090175,False,0.0,False,125.11194029850746,132.96490478515625,126.0,0.0001983642578125,1194.7200000000303,126.9070351758794,133.79299926757812,127.0,0.00018310546875,1039.0,126.7125,133.6511688232422,127.0,0.000244140625,983.7200000000303,102.97883597883597,107.97177124023438,104.0,0.0001068115234375,630.0,135.57361602783203,130.0,0.000316619873046875,1157.4280000000726,135.6426773071289,130.0,0.000274658203125,1074.2850000000908,135.58026123046875,130.0,0.000293731689453125,1073.0,109.56831359863281,106.0,0.000194549560546875,720.8570000000182,126.8097675879397,-0.3547845547802556,False,,1.699217404099835,0.030635866666666667,1.744057573369829,0.030458533333333333,1.7376244340227003,0.030449633333333333,1.021991645302588,0.0306611,1.7408410036962647
Light_NGC 7000_120.0s_Bin1_20260905-235746_181deg_0009.fit,200,120.0,15,-20.0,-20.0,2026-09-05T21:55:45.593121,181.0,6829,NGC 7000,2026-09-05 21:55:45.593121,D,65.70752556666666,False,0.0,False,292.6868131868132,324.49009704589844,299.0,0.0010986328125,4095.0,299.1578947368421,327.80250549316406,306.0,0.0009002685546875,3830.510000000053,303.80075187969925,327.29150390625,305.0,0.0008392333984375,3326.20500000014,209.92105263157896,224.65806579589844,211.0,0.00048828125,2331.345000000125,334.2981414794922,317.0,0.001068115234375,4095.0,334.60403060913086,319.0,0.000972747802734375,4027.141000000236,334.1998596191406,319.0,0.00104522705078125,4095.0,229.93011856079102,219.0,0.000652313232421875,2643.7120000002906,301.47932330827064,-0.29977833020315153,False,,1.708254716647396,0.007658966666666667,1.7476415302506823,0.007614633333333333,1.78247419285013,0.007612408333333333,1.0752394110785015,0.007665275,1.7650578615504062
Light_NGC 7000_30.0s_Bin1_20260905-235840_181deg_0010.fit,50,30.0,15,-20.0,-20.0,2026-09-05T21:58:09.595540,181.0,6829,NGC 7000,2026-09-05 21:58:09.595540,A,68.10756588333334,False,0.0,False,74.53233629749394,76.1248779296875,75.0,3.0517578125e-05,252.0,74.77934044616877,76.22135925292969,75.0,3.0517578125e-05,223.72000000003027,74.86733790661651,76.21995544433594,75.0,1.52587890625e-05,214.93000000000757,70.88731501057083,71.667724609375,71.0,0.0,158.0,76.8846664428711,75.0,7.62939453125e-05,250.0,76.79787063598633,76.0,6.866455078125e-05,244.85700000001816,76.86693954467773,76.0,7.62939453125e-05,244.0,72.21639633178711,71.0,4.57763671875e-05,175.85700000001816,74.82333917639264,-0.2820476148412858,False,,1.746705884234083,0.18049426666666665,1.7820914886891583,0.17956753333333333,1.7940819414819014,0.17918689999999998,1.0893807499249235,0.18059046666666667,1.7880867150855297
Light_NGC 7000_120.0s_Bin1_20260906-000114_181deg_0010.fit,50,120.0,15,-20.0,-20.0,2026-09-05T21:59:13.598292,181.0,6829,NGC 7000,2026-09-05 21:59:13.598292,B,69.17427841666667,False,0.0,False,102.186295503212,108.85734558105469,103.0,0.000152587890625,768.4850000001097,103.36052631578947,109.12240600585938,104.0,9.1552734375e-05,746.3250000000189,103.36923076923077,109.2264404296875,104.0,0.0001220703125,683.2300000000832,88.0106082036775,91.42234802246094,89.0,6.103515625e-05,446.4850000001097,110.73318481445312,106.0,0.000217437744140625,843.0,110.60378646850586,107.0,0.000213623046875,780.142000000109,110.60885238647461,107.0,0.000186920166015625,759.8570000000182,92.67228317260742,90.0,0.0001373291015625,521.8570000000182,103.36487854251013,-0.5622502939278744,False,,1.6845217428750197,0.04512356666666666,1.7285861337596171,0.044891883333333334,1.7253119419164689,0.044796724999999996,1.0454210646345536,0.04514761666666667,1.726949037838043
Light_NGC 7000_30.0s_Bin1_20260906-000222_181deg_0010.fit,200,30.0,15,-20.0,-20.0,2026-09-05T22:01:51.599142,181.0,6829,NGC 7000,2026-09-05 22:01:51.599142,C,71.80762591666667,False,0.0,False,121.69852941176471,131.50543212890625,124.0,0.00018310546875,1093.5800000000454,124.98863636363636,131.911865234375,126.0,0.0001678466796875,1011.7200000000303,124.60843373493977,132.04727172851562,126.0,0.000213623046875,909.3250000000189,101.95559845559846,106.69877624511719,103.0,7.62939453125e-05,628.3950000000114,134.2502098083496,128.0,0.00032806396484375,1174.7140000000363,134.00360870361328,129.0,0.000278472900390625,1093.0,134.00082397460938,129.0,0.00029754638671875,1135.7140000000363,108.5228500366211,105.0,0.0001983642578125,703.7140000000363,124.79853504928806,-0.6311304544085738,False,,1.5946446032950354,0.030635866666666667,1.685625959200497,0.030458533333333333,1.6735563877425799,0.030449633333333333,0.9906180572788502,0.0306611,1.6795911734715383
Light_NGC 7000_120.0s_Bin1_20260906-000440_181deg_0010.fit,200,120.0,15,-20.0,-20.0,2026-09-05T22:02:39.597915,181.0,6829,NGC 7000,2026-09-05 22:02:39.597915,D,72.60760546666667,False,0.0,False,285.6219512195122,316.68650817871094,290.0,0.000946044921875,3919.4850000001097,293.63483146067415,319.46128845214844,297.0,0.0009002685546875,3655.550000000265,291.81052631578945,319.12318420410156,296.0,0.0009765625,3939.345000000125,204.0174418604651,219.66329956054688,206.0,0.0004425048828125,2316.2300000000832,326.4350051879883,308.0,0.001163482666015625,4095.0,325.80517196655273,310.0,0.001018524169921875,4095.0,325.4990539550781,309.0,0.001056671142578125,4095.0,224.80730819702148,214.0,0.000698089599609375,2811.5710000000545,292.7226788882318,-0.6744907594765952,False,,1.6541451743352367,0.007658966666666667,1.7055854285258647,0.007614633333333333,1.6911996998488765,0.007612408333333333,1.0299866110249516,0.007665275,1.6983925641873707
